record_id,caller_person_id,receiver_person_id,caller_number,receiver_number,timestamp,duration_seconds,call_type,tower_reference,source_system
CALL00439,P016,P025,+91 9858538223,+91 9058248303,2026-02-02 12:30:09,419,voice,TWR-131,Telecom Provider CDR
CALL00440,P025,P001,+91 9058248303,+91 9029837164,2025-11-21 18:10:43,0,voicemail,TWR-152,Telecom Provider CDR
CALL00441,P040,P028,+91 8079814367,+91 8082176114,2025-09-12 18:15:17,0,voicemail,TWR-111,Telecom Provider CDR
CALL00442,P027,P041,+91 9884645824,+91 9076168413,2026-02-19 09:10:55,340,voice,TWR-114,Telecom Provider CDR
CALL00443,P004,P017,+91 9817447787,+91 9945836599,2025-09-19 13:55:59,598,voice,TWR-192,Telecom Provider CDR
CALL00444,P008,P025,+91 9949882535,+91 9058248303,2025-09-14 14:25:54,0,voicemail,TWR-105,Telecom Provider CDR
CALL00445,P032,P017,+91 9012057074,+91 9945836599,2025-10-17 19:35:19,758,voice,TWR-111,Telecom Provider CDR
CALL00446,P010,P009,+91 9891274271,+91 9899066376,2026-04-04 21:25:27,0,voicemail,TWR-198,Telecom Provider CDR
CALL00447,P013,P025,+91 9025419329,+91 9058248303,2025-12-26 06:50:24,408,voice,TWR-170,Telecom Provider CDR
CALL00448,P034,P009,+91 9021933488,+91 9899066376,2025-12-13 21:35:51,315,voice,TWR-199,Telecom Provider CDR
CALL00449,P035,P032,+91 7011946866,+91 9012057074,2026-02-10 12:30:58,0,voicemail,TWR-119,Telecom Provider CDR
CALL00450,P027,P007,+91 9884645824,+91 9834840362,2026-01-25 15:00:24,0,voicemail,TWR-168,Telecom Provider CDR
CALL00451,P038,P020,+91 8063442307,+91 9978957272,2025-12-28 21:25:14,554,voice,TWR-167,Telecom Provider CDR
CALL00452,P026,P008,+91 7087393203,+91 9949882535,2026-01-27 06:50:15,490,voice,TWR-140,Telecom Provider CDR
CALL00453,P015,P019,+91 9972065052,+91 9961366134,2025-12-27 23:55:13,397,voice,TWR-164,Telecom Provider CDR
CALL00454,P013,P016,+91 9025419329,+91 9858538223,2025-12-01 14:00:54,627,voice,TWR-124,Telecom Provider CDR
CALL00455,P006,P013,+91 7037149286,+91 9025419329,2026-03-04 06:05:18,169,voice,TWR-101,Telecom Provider CDR
CALL00456,P015,P014,+91 9972065052,+91 8048728842,2025-10-31 18:35:01,259,voice,TWR-127,Telecom Provider CDR
CALL00457,P035,P042,+91 7011946866,+91 9855823679,2026-03-09 09:35:47,675,voice,TWR-187,Telecom Provider CDR
CALL00458,P015,P024,+91 9972065052,+91 9894670613,2026-01-20 11:50:12,415,voice,TWR-146,Telecom Provider CDR
CALL00459,P014,P041,+91 8048728842,+91 9076168413,2026-01-10 17:50:21,495,voice,TWR-154,Telecom Provider CDR
CALL00460,P042,P013,+91 9855823679,+91 9025419329,2025-11-19 08:55:11,209,voice,TWR-152,Telecom Provider CDR
CALL00461,P005,P008,+91 8041629537,+91 9949882535,2025-12-06 23:20:08,551,voice,TWR-150,Telecom Provider CDR
CALL00462,P035,P007,+91 7011946866,+91 9834840362,2026-04-01 21:10:39,0,voicemail,TWR-116,Telecom Provider CDR
CALL00463,P011,P004,+91 9854026519,+91 9817447787,2025-12-10 13:10:19,733,voice,TWR-162,Telecom Provider CDR
CALL00464,P010,P001,+91 9891274271,+91 9029837164,2025-10-23 10:30:50,684,voice,TWR-180,Telecom Provider CDR
CALL00465,P041,P032,+91 9076168413,+91 9012057074,2026-03-23 06:10:23,0,voicemail,TWR-141,Telecom Provider CDR
CALL00466,P042,P036,+91 9855823679,+91 9821597187,2025-11-27 08:05:04,0,missed,TWR-136,Telecom Provider CDR
CALL00467,P034,P014,+91 9021933488,+91 8048728842,2026-03-08 16:30:14,0,voicemail,TWR-177,Telecom Provider CDR
CALL00468,P032,P042,+91 9012057074,+91 9855823679,2025-11-01 11:45:36,87,voice,TWR-114,Telecom Provider CDR
CALL00469,P013,P009,+91 9025419329,+91 9899066376,2025-10-13 07:30:06,497,voice,TWR-113,Telecom Provider CDR
CALL00470,P008,P033,+91 9949882535,+91 7027909944,2025-09-22 18:00:59,103,voice,TWR-172,Telecom Provider CDR
CALL00471,P014,P033,+91 8048728842,+91 7027909944,2026-02-06 16:30:08,0,missed,TWR-188,Telecom Provider CDR
CALL00472,P002,P003,+91 9924029930,+91 9812035599,2026-01-22 13:10:49,0,voicemail,TWR-165,Telecom Provider CDR
CALL00473,P007,P032,+91 9834840362,+91 9012057074,2025-09-25 17:00:22,401,voice,TWR-154,Telecom Provider CDR
CALL00474,P020,P012,+91 9978957272,+91 7017878352,2025-09-26 09:35:38,92,voice,TWR-109,Telecom Provider CDR
CALL00475,P022,P024,+91 8011745854,+91 9894670613,2026-01-06 07:20:39,0,voicemail,TWR-143,Telecom Provider CDR
CALL00476,P003,P004,+91 9812035599,+91 9817447787,2025-10-30 06:45:56,853,voice,TWR-185,Telecom Provider CDR
CALL00477,P015,P017,+91 9972065052,+91 9945836599,2026-04-02 18:20:29,0,voicemail,TWR-155,Telecom Provider CDR
CALL00478,P026,P001,+91 7087393203,+91 9029837164,2025-09-13 19:45:56,464,voice,TWR-131,Telecom Provider CDR
CALL00479,P027,P042,+91 9884645824,+91 9855823679,2025-10-26 22:25:17,0,missed,TWR-105,Telecom Provider CDR
CALL00480,P013,P023,+91 9025419329,+91 7050152218,2026-02-11 21:05:30,0,missed,TWR-164,Telecom Provider CDR
CALL00481,P014,P025,+91 8048728842,+91 9058248303,2026-02-09 12:30:05,0,voicemail,TWR-124,Telecom Provider CDR
CALL00482,P011,P021,+91 9854026519,+91 7092466518,2026-01-06 09:50:47,0,missed,TWR-132,Telecom Provider CDR
CALL00483,P020,P014,+91 9978957272,+91 8048728842,2026-04-19 11:55:50,0,missed,TWR-179,Telecom Provider CDR
CALL00484,P002,P012,+91 9924029930,+91 7017878352,2026-03-08 16:50:50,429,voice,TWR-107,Telecom Provider CDR
CALL00485,P022,P012,+91 8011745854,+91 7017878352,2025-09-12 12:15:23,0,missed,TWR-136,Telecom Provider CDR
CALL00486,P032,P012,+91 9012057074,+91 7017878352,2026-04-23 19:50:46,215,voice,TWR-153,Telecom Provider CDR
CALL00487,P023,P007,+91 7050152218,+91 9834840362,2026-03-03 10:00:22,0,voicemail,TWR-159,Telecom Provider CDR
CALL00488,P002,P035,+91 9924029930,+91 7011946866,2026-03-13 07:55:28,0,missed,TWR-156,Telecom Provider CDR
CALL00489,P011,P019,+91 9854026519,+91 9961366134,2026-03-17 16:20:52,193,voice,TWR-181,Telecom Provider CDR
CALL00490,P034,P023,+91 9021933488,+91 7050152218,2026-01-13 17:10:02,301,voice,TWR-145,Telecom Provider CDR
CALL00491,P002,P026,+91 9924029930,+91 7087393203,2026-01-04 20:20:10,198,voice,TWR-112,Telecom Provider CDR
CALL00492,P026,P023,+91 7087393203,+91 7050152218,2025-11-14 16:20:05,0,missed,TWR-114,Telecom Provider CDR
CALL00493,P042,P025,+91 9855823679,+91 9058248303,2025-11-14 08:55:07,313,voice,TWR-124,Telecom Provider CDR
CALL00494,P015,P025,+91 9972065052,+91 9058248303,2026-02-08 21:05:18,63,voice,TWR-157,Telecom Provider CDR
CALL00495,P020,P037,+91 9978957272,+91 7067154811,2026-02-16 22:00:02,0,voicemail,TWR-114,Telecom Provider CDR
CALL00496,P008,P017,+91 9949882535,+91 9945836599,2025-11-28 18:00:26,0,missed,TWR-149,Telecom Provider CDR
CALL00497,P016,P006,+91 9858538223,+91 7037149286,2025-10-07 09:25:17,19,voice,TWR-140,Telecom Provider CDR
CALL00498,P012,P017,+91 7017878352,+91 9945836599,2025-12-05 14:35:25,701,voice,TWR-198,Telecom Provider CDR
CALL00499,P016,P003,+91 9858538223,+91 9812035599,2026-04-25 13:40:07,778,voice,TWR-111,Telecom Provider CDR
CALL00500,P006,P013,+91 7037149286,+91 9025419329,2026-04-03 08:50:56,345,voice,TWR-134,Telecom Provider CDR
CALL00501,P033,P018,+91 7027909944,+91 9025135342,2025-11-25 22:30:29,0,voicemail,TWR-157,Telecom Provider CDR
CALL00502,P001,P023,+91 9029837164,+91 7050152218,2025-12-12 23:40:13,592,voice,TWR-102,Telecom Provider CDR
CALL00503,P006,P035,+91 7037149286,+91 7011946866,2025-12-13 15:10:07,38,voice,TWR-192,Telecom Provider CDR
CALL00504,P034,P025,+91 9021933488,+91 9058248303,2026-04-18 23:15:36,604,voice,TWR-159,Telecom Provider CDR
CALL00505,P013,P028,+91 9025419329,+91 8082176114,2025-12-15 13:30:52,112,voice,TWR-147,Telecom Provider CDR
CALL00506,P017,P024,+91 9945836599,+91 9894670613,2025-10-06 13:10:14,807,voice,TWR-123,Telecom Provider CDR
CALL00507,P028,P024,+91 8082176114,+91 9894670613,2025-10-08 19:55:23,0,voicemail,TWR-148,Telecom Provider CDR
CALL00508,P008,P013,+91 9949882535,+91 9025419329,2026-02-06 23:00:26,0,missed,TWR-129,Telecom Provider CDR
CALL00509,P019,P015,+91 9961366134,+91 9972065052,2025-10-07 21:20:47,537,voice,TWR-187,Telecom Provider CDR
CALL00510,P025,P019,+91 9058248303,+91 9961366134,2025-12-16 09:30:27,0,missed,TWR-157,Telecom Provider CDR
CALL00511,P034,P020,+91 9021933488,+91 9978957272,2026-03-09 22:55:02,314,voice,TWR-103,Telecom Provider CDR
CALL00512,P033,P008,+91 7027909944,+91 9949882535,2025-10-11 17:50:26,760,voice,TWR-110,Telecom Provider CDR
CALL00513,P003,P033,+91 9812035599,+91 7027909944,2026-02-10 21:40:10,0,missed,TWR-124,Telecom Provider CDR
CALL00514,P017,P022,+91 9945836599,+91 8011745854,2025-10-17 19:25:23,0,missed,TWR-106,Telecom Provider CDR
CALL00515,P020,P032,+91 9978957272,+91 9012057074,2025-09-14 19:40:41,0,voicemail,TWR-130,Telecom Provider CDR
CALL00516,P027,P014,+91 9884645824,+91 8048728842,2025-10-10 20:55:28,179,voice,TWR-125,Telecom Provider CDR
CALL00517,P013,P005,+91 9025419329,+91 8041629537,2025-12-18 20:30:16,499,voice,TWR-172,Telecom Provider CDR
CALL00518,P037,P017,+91 7067154811,+91 9945836599,2026-02-14 16:25:37,0,voicemail,TWR-148,Telecom Provider CDR
CALL00519,P032,P019,+91 9012057074,+91 9961366134,2026-03-26 23:15:06,328,voice,TWR-118,Telecom Provider CDR
CALL00520,P006,P007,+91 7037149286,+91 9834840362,2026-01-16 18:30:22,0,missed,TWR-176,Telecom Provider CDR
CALL00521,P003,P005,+91 9812035599,+91 8041629537,2026-03-04 08:15:54,813,voice,TWR-125,Telecom Provider CDR
CALL00522,P007,P005,+91 9834840362,+91 8041629537,2026-01-24 09:10:34,371,voice,TWR-187,Telecom Provider CDR
CALL00523,P016,P003,+91 9858538223,+91 9812035599,2026-02-17 13:05:42,0,missed,TWR-181,Telecom Provider CDR
CALL00524,P042,P033,+91 9855823679,+91 7027909944,2025-12-20 10:50:48,691,voice,TWR-155,Telecom Provider CDR
CALL00525,P003,P026,+91 9812035599,+91 7087393203,2026-03-05 14:00:03,222,voice,TWR-120,Telecom Provider CDR
CALL00526,P032,P026,+91 9012057074,+91 7087393203,2025-10-13 10:00:40,218,voice,TWR-174,Telecom Provider CDR
CALL00527,P024,P038,+91 9894670613,+91 8063442307,2026-01-03 09:10:46,0,missed,TWR-121,Telecom Provider CDR
CALL00528,P003,P015,+91 9812035599,+91 9972065052,2026-03-29 06:00:22,0,missed,TWR-116,Telecom Provider CDR
CALL00529,P034,P037,+91 9021933488,+91 7067154811,2026-02-25 10:45:37,422,voice,TWR-141,Telecom Provider CDR
CALL00530,P041,P011,+91 9076168413,+91 9854026519,2026-03-23 19:50:24,279,voice,TWR-168,Telecom Provider CDR
CALL00531,P004,P008,+91 9817447787,+91 9949882535,2026-01-05 16:35:58,258,voice,TWR-106,Telecom Provider CDR
CALL00532,P009,P027,+91 9899066376,+91 9884645824,2026-01-28 07:15:14,0,voicemail,TWR-196,Telecom Provider CDR
CALL00533,P006,P034,+91 7037149286,+91 9021933488,2025-09-27 17:30:33,668,voice,TWR-135,Telecom Provider CDR
CALL00534,P036,P002,+91 9821597187,+91 9924029930,2026-02-05 17:10:29,797,voice,TWR-124,Telecom Provider CDR
CALL00535,P024,P015,+91 9894670613,+91 9972065052,2026-03-17 09:25:34,275,voice,TWR-177,Telecom Provider CDR
CALL00536,P033,P013,+91 7027909944,+91 9025419329,2026-02-25 21:55:50,556,voice,TWR-117,Telecom Provider CDR
CALL00537,P008,P040,+91 9949882535,+91 8079814367,2025-09-29 12:45:21,499,voice,TWR-119,Telecom Provider CDR
CALL00538,P023,P007,+91 7050152218,+91 9834840362,2025-11-09 12:55:56,240,voice,TWR-105,Telecom Provider CDR
CALL00539,P042,P012,+91 9855823679,+91 7017878352,2026-03-01 17:55:34,0,missed,TWR-132,Telecom Provider CDR
CALL00540,P035,P006,+91 7011946866,+91 7037149286,2025-12-05 23:15:58,172,voice,TWR-102,Telecom Provider CDR
CALL00541,P025,P042,+91 9058248303,+91 9855823679,2026-02-18 07:05:06,694,voice,TWR-173,Telecom Provider CDR
CALL00542,P003,P011,+91 9812035599,+91 9854026519,2026-04-14 14:05:29,278,voice,TWR-143,Telecom Provider CDR
CALL00543,P007,P002,+91 9834840362,+91 9924029930,2026-02-14 20:55:33,409,voice,TWR-192,Telecom Provider CDR
CALL00544,P005,P017,+91 8041629537,+91 9945836599,2025-10-27 21:20:34,0,voicemail,TWR-178,Telecom Provider CDR
CALL00545,P019,P025,+91 9961366134,+91 9058248303,2025-10-01 12:45:26,410,voice,TWR-114,Telecom Provider CDR
CALL00546,P041,P024,+91 9076168413,+91 9894670613,2025-11-06 18:35:39,0,missed,TWR-170,Telecom Provider CDR
CALL00547,P013,P020,+91 9025419329,+91 9978957272,2025-10-29 12:55:32,617,voice,TWR-153,Telecom Provider CDR
CALL00548,P002,P007,+91 9924029930,+91 9834840362,2026-02-01 22:15:37,0,missed,TWR-111,Telecom Provider CDR
CALL00549,P022,P003,+91 8011745854,+91 9812035599,2025-10-07 06:50:10,340,voice,TWR-126,Telecom Provider CDR
CALL00550,P019,P040,+91 9961366134,+91 8079814367,2026-01-09 09:15:07,106,voice,TWR-162,Telecom Provider CDR
CALL00551,P008,P011,+91 9949882535,+91 9854026519,2026-03-18 16:45:53,0,voicemail,TWR-126,Telecom Provider CDR
CALL00552,P041,P013,+91 9076168413,+91 9025419329,2026-01-23 09:00:50,732,voice,TWR-181,Telecom Provider CDR
CALL00553,P002,P026,+91 9924029930,+91 7087393203,2025-11-24 19:00:38,0,voicemail,TWR-192,Telecom Provider CDR
CALL00554,P036,P001,+91 9821597187,+91 9029837164,2026-01-28 07:10:03,0,missed,TWR-175,Telecom Provider CDR
CALL00555,P012,P027,+91 7017878352,+91 9884645824,2026-04-21 12:55:47,0,missed,TWR-136,Telecom Provider CDR
CALL00556,P012,P027,+91 7017878352,+91 9884645824,2026-02-02 18:55:13,383,voice,TWR-100,Telecom Provider CDR
CALL00557,P012,P027,+91 7017878352,+91 9884645824,2026-03-15 23:15:56,0,missed,TWR-184,Telecom Provider CDR
CALL00558,P012,P027,+91 7017878352,+91 9884645824,2025-12-28 14:10:30,308,voice,TWR-173,Telecom Provider CDR
CALL00559,P012,P027,+91 7017878352,+91 9884645824,2025-10-02 21:05:09,0,missed,TWR-149,Telecom Provider CDR
CALL00560,P012,P027,+91 7017878352,+91 9884645824,2025-10-23 16:20:22,303,voice,TWR-142,Telecom Provider CDR
CALL00561,P012,P027,+91 7017878352,+91 9884645824,2025-12-25 12:40:05,0,missed,TWR-108,Telecom Provider CDR
CALL00562,P012,P027,+91 7017878352,+91 9884645824,2025-12-05 21:00:16,799,voice,TWR-181,Telecom Provider CDR
CALL00563,P012,P027,+91 7017878352,+91 9884645824,2026-02-14 12:10:18,0,voicemail,TWR-140,Telecom Provider CDR
CALL00564,P012,P027,+91 7017878352,+91 9884645824,2025-10-02 06:15:09,0,missed,TWR-137,Telecom Provider CDR
CALL00565,P012,P027,+91 7017878352,+91 9884645824,2026-04-19 10:05:07,273,voice,TWR-174,Telecom Provider CDR
CALL00566,P012,P027,+91 7017878352,+91 9884645824,2025-10-06 13:15:11,0,voicemail,TWR-195,Telecom Provider CDR
CALL00567,P021,P034,+91 7092466518,+91 9021933488,2026-03-17 15:40:54,0,missed,TWR-170,Telecom Provider CDR
CALL00568,P021,P034,+91 7092466518,+91 9021933488,2025-12-11 06:15:37,222,voice,TWR-114,Telecom Provider CDR
CALL00569,P021,P034,+91 7092466518,+91 9021933488,2025-09-29 19:30:39,0,missed,TWR-128,Telecom Provider CDR
CALL00570,P021,P034,+91 7092466518,+91 9021933488,2026-04-12 09:30:41,330,voice,TWR-175,Telecom Provider CDR
CALL00571,P021,P034,+91 7092466518,+91 9021933488,2026-03-01 17:20:54,0,voicemail,TWR-188,Telecom Provider CDR
CALL00572,P021,P034,+91 7092466518,+91 9021933488,2026-04-21 15:10:09,333,voice,TWR-194,Telecom Provider CDR
CALL00573,P018,P032,+91 9025135342,+91 9012057074,2025-11-11 21:05:06,895,voice,TWR-164,Telecom Provider CDR
CALL00574,P018,P032,+91 9025135342,+91 9012057074,2025-09-20 18:30:20,31,voice,TWR-146,Telecom Provider CDR
CALL00575,P018,P032,+91 9025135342,+91 9012057074,2025-11-09 17:45:00,485,voice,TWR-109,Telecom Provider CDR
CALL00576,P018,P032,+91 9025135342,+91 9012057074,2025-10-21 20:30:37,675,voice,TWR-142,Telecom Provider CDR
CALL00577,P018,P032,+91 9025135342,+91 9012057074,2025-09-16 07:40:24,384,voice,TWR-166,Telecom Provider CDR
CALL00578,P018,P032,+91 9025135342,+91 9012057074,2025-12-22 20:55:26,0,missed,TWR-152,Telecom Provider CDR
CALL00579,P018,P032,+91 9025135342,+91 9012057074,2026-01-03 17:40:25,279,voice,TWR-141,Telecom Provider CDR
CALL00580,P026,P006,+91 7087393203,+91 7037149286,2026-02-18 19:45:31,0,voicemail,TWR-102,Telecom Provider CDR
CALL00581,P026,P006,+91 7087393203,+91 7037149286,2026-03-23 21:25:19,0,missed,TWR-160,Telecom Provider CDR
CALL00582,P026,P006,+91 7087393203,+91 7037149286,2026-01-17 09:25:09,0,voicemail,TWR-128,Telecom Provider CDR
CALL00583,P026,P006,+91 7087393203,+91 7037149286,2025-11-11 06:50:12,893,voice,TWR-114,Telecom Provider CDR
CALL00584,P008,P016,+91 9949882535,+91 9858538223,2026-02-02 14:15:45,648,voice,TWR-196,Telecom Provider CDR
CALL00585,P008,P016,+91 9949882535,+91 9858538223,2026-01-07 23:00:00,324,voice,TWR-175,Telecom Provider CDR
CALL00586,P008,P016,+91 9949882535,+91 9858538223,2026-03-31 15:20:14,0,missed,TWR-110,Telecom Provider CDR
CALL00587,P008,P016,+91 9949882535,+91 9858538223,2026-02-25 22:35:28,331,voice,TWR-187,Telecom Provider CDR
CALL00588,P008,P016,+91 9949882535,+91 9858538223,2026-02-27 17:05:29,270,voice,TWR-190,Telecom Provider CDR
CALL00589,P008,P016,+91 9949882535,+91 9858538223,2026-02-20 08:45:29,708,voice,TWR-127,Telecom Provider CDR
CALL00590,P008,P016,+91 9949882535,+91 9858538223,2026-03-25 23:40:08,819,voice,TWR-102,Telecom Provider CDR
CALL00591,P008,P016,+91 9949882535,+91 9858538223,2026-01-08 13:30:25,0,missed,TWR-139,Telecom Provider CDR
CALL00592,P008,P016,+91 9949882535,+91 9858538223,2026-03-31 20:25:08,176,voice,TWR-153,Telecom Provider CDR
CALL00593,P008,P016,+91 9949882535,+91 9858538223,2026-04-25 13:30:27,593,voice,TWR-187,Telecom Provider CDR
CALL00594,P008,P016,+91 9949882535,+91 9858538223,2025-10-22 16:05:37,0,missed,TWR-144,Telecom Provider CDR
CALL00595,P001,P003,+91 9029837164,+91 9812035599,2026-01-28 15:35:19,258,voice,TWR-101,Telecom Provider CDR
CALL00596,P001,P003,+91 9029837164,+91 9812035599,2026-01-21 19:40:47,8,voice,TWR-113,Telecom Provider CDR
CALL00597,P001,P003,+91 9029837164,+91 9812035599,2026-02-18 21:55:17,158,voice,TWR-114,Telecom Provider CDR
CALL00598,P001,P003,+91 9029837164,+91 9812035599,2025-09-18 06:35:22,0,missed,TWR-154,Telecom Provider CDR
CALL00599,P001,P038,+91 9029837164,+91 8063442307,2025-09-22 22:30:45,0,voicemail,TWR-196,Telecom Provider CDR
CALL00600,P001,P038,+91 9029837164,+91 8063442307,2025-12-16 13:35:35,0,missed,TWR-199,Telecom Provider CDR
CALL00601,P001,P038,+91 9029837164,+91 8063442307,2026-02-19 22:20:03,0,missed,TWR-152,Telecom Provider CDR
CALL00602,P001,P038,+91 9029837164,+91 8063442307,2026-04-04 12:00:58,0,missed,TWR-173,Telecom Provider CDR
CALL00603,P001,P038,+91 9029837164,+91 8063442307,2026-04-05 09:35:22,0,missed,TWR-168,Telecom Provider CDR
CALL00604,P001,P038,+91 9029837164,+91 8063442307,2025-09-20 19:15:46,155,voice,TWR-196,Telecom Provider CDR
CALL00605,P001,P038,+91 9029837164,+91 8063442307,2026-03-11 10:25:47,0,voicemail,TWR-102,Telecom Provider CDR
CALL00606,P001,P038,+91 9029837164,+91 8063442307,2025-12-31 21:20:45,899,voice,TWR-159,Telecom Provider CDR
CALL00607,P002,P004,+91 9924029930,+91 9817447787,2025-12-22 06:55:46,485,voice,TWR-131,Telecom Provider CDR
CALL00608,P002,P004,+91 9924029930,+91 9817447787,2026-04-18 20:35:18,0,voicemail,TWR-165,Telecom Provider CDR
CALL00609,P002,P004,+91 9924029930,+91 9817447787,2025-11-07 22:05:16,0,voicemail,TWR-131,Telecom Provider CDR
CALL00610,P002,P004,+91 9924029930,+91 9817447787,2025-10-23 15:50:13,154,voice,TWR-118,Telecom Provider CDR
CALL00611,P002,P004,+91 9924029930,+91 9817447787,2025-09-21 14:05:50,841,voice,TWR-152,Telecom Provider CDR
CALL00612,P002,P004,+91 9924029930,+91 9817447787,2025-09-23 22:40:29,0,missed,TWR-179,Telecom Provider CDR
CALL00613,P002,P004,+91 9924029930,+91 9817447787,2025-11-25 09:55:13,0,voicemail,TWR-162,Telecom Provider CDR
CALL00614,P002,P004,+91 9924029930,+91 9817447787,2025-12-19 20:30:04,96,voice,TWR-126,Telecom Provider CDR
CALL00615,P002,P010,+91 9924029930,+91 9891274271,2025-12-25 06:45:49,478,voice,TWR-104,Telecom Provider CDR
CALL00616,P002,P010,+91 9924029930,+91 9891274271,2026-03-11 07:30:58,0,missed,TWR-197,Telecom Provider CDR
CALL00617,P002,P010,+91 9924029930,+91 9891274271,2025-12-12 23:25:58,0,voicemail,TWR-182,Telecom Provider CDR
CALL00618,P002,P010,+91 9924029930,+91 9891274271,2026-01-03 22:25:44,497,voice,TWR-171,Telecom Provider CDR
CALL00619,P002,P010,+91 9924029930,+91 9891274271,2025-12-14 19:15:21,43,voice,TWR-191,Telecom Provider CDR
CALL00620,P002,P010,+91 9924029930,+91 9891274271,2026-03-03 09:25:07,129,voice,TWR-175,Telecom Provider CDR
CALL00621,P002,P010,+91 9924029930,+91 9891274271,2025-10-15 14:15:58,359,voice,TWR-186,Telecom Provider CDR
CALL00622,P002,P010,+91 9924029930,+91 9891274271,2025-11-22 21:15:57,352,voice,TWR-167,Telecom Provider CDR
CALL00623,P002,P010,+91 9924029930,+91 9891274271,2025-12-03 06:05:06,781,voice,TWR-120,Telecom Provider CDR
CALL00624,P002,P010,+91 9924029930,+91 9891274271,2026-03-04 08:15:45,569,voice,TWR-134,Telecom Provider CDR
CALL00625,P002,P035,+91 9924029930,+91 7011946866,2025-11-02 07:35:55,860,voice,TWR-199,Telecom Provider CDR
CALL00626,P002,P035,+91 9924029930,+91 7011946866,2025-09-23 20:35:58,711,voice,TWR-152,Telecom Provider CDR
CALL00627,P002,P035,+91 9924029930,+91 7011946866,2026-04-02 08:35:47,189,voice,TWR-137,Telecom Provider CDR
CALL00628,P002,P035,+91 9924029930,+91 7011946866,2026-02-21 19:50:20,0,voicemail,TWR-169,Telecom Provider CDR
CALL00629,P006,P019,+91 7037149286,+91 9961366134,2026-02-13 18:35:11,584,voice,TWR-188,Telecom Provider CDR
CALL00630,P006,P019,+91 7037149286,+91 9961366134,2025-12-30 15:30:27,0,voicemail,TWR-150,Telecom Provider CDR
CALL00631,P006,P019,+91 7037149286,+91 9961366134,2025-12-05 07:00:10,122,voice,TWR-130,Telecom Provider CDR
CALL00632,P006,P019,+91 7037149286,+91 9961366134,2025-10-08 07:10:55,0,voicemail,TWR-156,Telecom Provider CDR
CALL00633,P006,P027,+91 7037149286,+91 9884645824,2025-10-26 20:10:13,77,voice,TWR-180,Telecom Provider CDR
CALL00634,P006,P027,+91 7037149286,+91 9884645824,2026-04-20 17:10:21,0,voicemail,TWR-188,Telecom Provider CDR
CALL00635,P006,P027,+91 7037149286,+91 9884645824,2026-02-14 21:55:53,0,missed,TWR-170,Telecom Provider CDR
CALL00636,P006,P027,+91 7037149286,+91 9884645824,2025-11-16 14:50:19,136,voice,TWR-146,Telecom Provider CDR
CALL00637,P006,P027,+91 7037149286,+91 9884645824,2025-10-10 08:45:58,198,voice,TWR-185,Telecom Provider CDR
CALL00638,P006,P027,+91 7037149286,+91 9884645824,2026-02-26 09:40:55,731,voice,TWR-131,Telecom Provider CDR
CALL00639,P006,P027,+91 7037149286,+91 9884645824,2026-03-20 23:45:53,644,voice,TWR-138,Telecom Provider CDR
CALL00640,P009,P014,+91 9899066376,+91 8048728842,2026-01-18 17:35:15,699,voice,TWR-134,Telecom Provider CDR
CALL00641,P009,P014,+91 9899066376,+91 8048728842,2026-03-16 14:10:34,0,missed,TWR-176,Telecom Provider CDR
CALL00642,P009,P014,+91 9899066376,+91 8048728842,2025-11-05 06:05:59,527,voice,TWR-141,Telecom Provider CDR
CALL00643,P009,P014,+91 9899066376,+91 8048728842,2025-09-20 09:15:31,0,missed,TWR-183,Telecom Provider CDR
CALL00644,P009,P014,+91 9899066376,+91 8048728842,2026-03-07 21:25:32,562,voice,TWR-109,Telecom Provider CDR
CALL00645,P009,P014,+91 9899066376,+91 8048728842,2025-09-17 07:25:17,358,voice,TWR-161,Telecom Provider CDR
CALL00646,P009,P014,+91 9899066376,+91 8048728842,2026-01-30 07:55:52,529,voice,TWR-161,Telecom Provider CDR
CALL00647,P009,P014,+91 9899066376,+91 8048728842,2025-11-25 14:55:32,0,missed,TWR-137,Telecom Provider CDR
CALL00648,P009,P014,+91 9899066376,+91 8048728842,2025-12-28 22:25:19,0,voicemail,TWR-196,Telecom Provider CDR
CALL00649,P009,P014,+91 9899066376,+91 8048728842,2026-04-08 14:40:08,475,voice,TWR-144,Telecom Provider CDR
CALL00650,P009,P014,+91 9899066376,+91 8048728842,2026-03-26 16:30:18,606,voice,TWR-151,Telecom Provider CDR
CALL00651,P009,P014,+91 9899066376,+91 8048728842,2026-03-16 23:30:32,375,voice,TWR-162,Telecom Provider CDR
CALL00652,P009,P014,+91 9899066376,+91 8048728842,2026-01-06 12:55:43,295,voice,TWR-112,Telecom Provider CDR
CALL00653,P009,P014,+91 9899066376,+91 8048728842,2025-12-19 22:35:19,241,voice,TWR-155,Telecom Provider CDR
CALL00654,P009,P014,+91 9899066376,+91 8048728842,2026-01-11 17:05:29,167,voice,TWR-199,Telecom Provider CDR
CALL00655,P009,P021,+91 9899066376,+91 7092466518,2026-03-05 18:05:14,569,voice,TWR-181,Telecom Provider CDR
CALL00656,P009,P021,+91 9899066376,+91 7092466518,2026-03-06 10:30:24,697,voice,TWR-121,Telecom Provider CDR
CALL00657,P009,P021,+91 9899066376,+91 7092466518,2026-03-11 23:30:55,106,voice,TWR-111,Telecom Provider CDR
CALL00658,P009,P021,+91 9899066376,+91 7092466518,2026-01-24 12:45:00,0,missed,TWR-142,Telecom Provider CDR
